0, 1635066465026946, 1635066465026946
1, 1635066465048902, 21956
2, 1635066465063295, 14393
3, 1635066465077632, 14337
4, 1635066465092355, 14723
5, 1635066465106687, 14332
6, 1635066465122143, 15456
7, 1635066465136493, 14350
8, 1635066465150868, 14375
9, 1635066465165213, 14345
10, 1635066465179609, 14396
11, 1635066465193954, 14345
12, 1635066465208303, 14349
13, 1635066465222674, 14371
14, 1635066465237017, 14343
15, 1635066465251394, 14377
16, 1635066465265739, 14345
17, 1635066465280120, 14381
18, 1635066465294463, 14343
19, 1635066465309953, 15490
20, 1635066465324295, 14342
21, 1635066465338671, 14376
22, 1635066465354112, 15441
23, 1635066465368492, 14380
24, 1635066465382835, 14343
25, 1635066465397185, 14350
26, 1635066465412660, 15475
27, 1635066465427004, 14344
28, 1635066465441404, 14400
29, 1635066465455749, 14345
30, 1635066465470123, 14374
31, 1635066465484466, 14343
32, 1635066465498838, 14372
33, 1635066465514278, 15440
34, 1635066465528649, 14371
35, 1635066465542990, 14341
36, 1635066465558461, 15471
37, 1635066465573930, 15469
38, 1635066465588359, 14429
39, 1635066465602774, 14415
40, 1635066465617222, 14448
41, 1635066465631635, 14413
42, 1635066465646052, 14417
43, 1635066465660498, 14446
44, 1635066465676056, 15558
45, 1635066465690420, 14364
46, 1635066465704775, 14355
47, 1635066465719125, 14350
48, 1635066465733445, 14320
49, 1635066465748882, 15437
50, 1635066465763250, 14368
51, 1635066465778703, 15453
52, 1635066465793034, 14331
53, 1635066465807392, 14358
54, 1635066465821723, 14331
55, 1635066465837228, 15505
56, 1635066465849964, 12736
57, 1635066465862687, 12723
58, 1635066465875437, 12750
59, 1635066465888162, 12725
60, 1635066465900883, 12721
61, 1635066465913631, 12748
62, 1635066465926357, 12726
63, 1635066465939073, 12716
64, 1635066465951859, 12786
65, 1635066465964579, 12720
66, 1635066465977296, 12717
67, 1635066465990044, 12748
68, 1635066466002768, 12724
69, 1635066466015484, 12716
70, 1635066466029138, 13654
71, 1635066466042765, 13627
72, 1635066466055486, 12721
73, 1635066466068262, 12776
74, 1635066466081886, 13624
75, 1635066466095509, 13623
76, 1635066466108259, 12750
77, 1635066466121884, 13625
78, 1635066466136459, 14575
79, 1635066466150117, 13658
80, 1635066466162839, 12722
81, 1635066466176466, 13627
82, 1635066466189238, 12772
83, 1635066466201957, 12719
84, 1635066466214671, 12714
85, 1635066466228321, 13650
86, 1635066466241941, 13620
87, 1635066466255566, 13625
88, 1635066466269220, 13654
89, 1635066466283798, 14578
90, 1635066466297456, 13658
91, 1635066466312060, 14604
92, 1635066466326652, 14592
93, 1635066466339402, 12750
94, 1635066466356691, 17289
95, 1635066466372371, 15680
96, 1635066466388967, 16596
97, 1635066466402474, 13507
98, 1635066466416005, 13531
99, 1635066466429498, 13493
100, 1635066466442996, 13498
101, 1635066466456535, 13539
102, 1635066466470078, 13543
103, 1635066466483604, 13526
104, 1635066466497107, 13503
105, 1635066466510655, 13548
106, 1635066466524177, 13522
107, 1635066466537726, 13549
108, 1635066466551255, 13529
109, 1635066466564790, 13535
110, 1635066466578333, 13543
111, 1635066466591858, 13525
112, 1635066466605404, 13546
113, 1635066466618921, 13517
114, 1635066466632469, 13548
115, 1635066466645989, 13520
116, 1635066466659537, 13548
117, 1635066466673052, 13515
118, 1635066466686570, 13518
119, 1635066466700114, 13544
120, 1635066466713629, 13515
121, 1635066466727179, 13550
122, 1635066466740697, 13518
123, 1635066466754241, 13544
124, 1635066466767761, 13520
125, 1635066466781307, 13546
126, 1635066466794821, 13514
127, 1635066466808342, 13521
128, 1635066466821883, 13541
129, 1635066466835398, 13515
130, 1635066466848940, 13542
131, 1635066466862494, 13554
132, 1635066466876115, 13621
133, 1635066466889705, 13590
134, 1635066466903333, 13628
135, 1635066466916923, 13590
136, 1635066466930511, 13588
137, 1635066466944037, 13526
138, 1635066466957529, 13492
139, 1635066466971047, 13518
140, 1635066466984551, 13504
141, 1635066466998073, 13522
142, 1635066467011570, 13497
143, 1635066467025096, 13526
144, 1635066467038593, 13497
145, 1635066467055079, 16486
146, 1635066467068625, 13546
147, 1635066467082139, 13514
148, 1635066467095674, 13535
149, 1635066467109182, 13508
150, 1635066467122689, 13507
151, 1635066467136228, 13539
152, 1635066467149736, 13508
153, 1635066467163331, 13595
154, 1635066467176837, 13506
155, 1635066467190377, 13540
156, 1635066467203899, 13522
157, 1635066467217434, 13535
158, 1635066467230942, 13508
159, 1635066467244452, 13510
160, 1635066467257990, 13538
161, 1635066467271500, 13510
162, 1635066467285033, 13533
163, 1635066467298536, 13503
164, 1635066467312071, 13535
165, 1635066467325578, 13507
166, 1635066467339121, 13543
167, 1635066467352637, 13516
168, 1635066467366150, 13513
169, 1635066467379692, 13542
170, 1635066467393212, 13520
171, 1635066467406753, 13541
172, 1635066467420267, 13514
173, 1635066467433795, 13528
174, 1635066467447310, 13515
175, 1635066467460845, 13535
176, 1635066467474353, 13508
177, 1635066467487877, 13524
178, 1635066467501423, 13546
179, 1635066467514931, 13508
180, 1635066467528473, 13542
181, 1635066467541990, 13517
182, 1635066467555546, 13556
183, 1635066467569080, 13534
184, 1635066467582638, 13558
185, 1635066467604735, 22097
186, 1635066467618284, 13549
187, 1635066467631820, 13536
188, 1635066467648385, 16565
189, 1635066467664308, 15923
190, 1635066467677846, 13538
191, 1635066467691409, 13563
192, 1635066467704951, 13542
193, 1635066467718516, 13565
194, 1635066467732052, 13536
195, 1635066467745611, 13559
196, 1635066467759144, 13533
197, 1635066467772707, 13563
198, 1635066467786239, 13532
199, 1635066467799772, 13533
200, 1635066467813339, 13567
201, 1635066467826874, 13535
202, 1635066467840437, 13563
203, 1635066467853974, 13537
204, 1635066467867573, 13599
205, 1635066467881102, 13529
206, 1635066467894698, 13596
207, 1635066467908307, 13609
208, 1635066467921916, 13609
209, 1635066467935547, 13631
210, 1635066467949152, 13605
211, 1635066467962786, 13634
212, 1635066467976306, 13520
213, 1635066467989848, 13542
214, 1635066468003355, 13507
215, 1635066468016897, 13542
216, 1635066468030413, 13516
217, 1635066468043968, 13555
218, 1635066468057509, 13541
219, 1635066468071029, 13520
220, 1635066468084580, 13551
221, 1635066468098090, 13510
222, 1635066468111627, 13537
223, 1635066468125137, 13510
224, 1635066468138678, 13541
225, 1635066468152188, 13510
226, 1635066468165696, 13508
227, 1635066468179245, 13549
228, 1635066468192787, 13542
229, 1635066468206323, 13536
230, 1635066468219827, 13504
231, 1635066468233367, 13540
232, 1635066468246877, 13510
233, 1635066468260416, 13539
234, 1635066468273925, 13509
235, 1635066468287428, 13503
236, 1635066468300961, 13533
