0, 1635066683149336, 1635066683149336
1, 1635066683171630, 22294
2, 1635066683185446, 13816
3, 1635066683199223, 13777
4, 1635066683220746, 21523
5, 1635066683234494, 13748
6, 1635066683248292, 13798
7, 1635066683267439, 19147
8, 1635066683282168, 14729
9, 1635066683294127, 11959
10, 1635066683308709, 14582
11, 1635066683323458, 14749
12, 1635066683335525, 12067
13, 1635066683372447, 36922
14, 1635066683388342, 15895
15, 1635066683400282, 11940
16, 1635066683423399, 23117
17, 1635066683443437, 20038
18, 1635066683457027, 13590
19, 1635066683471435, 14408
20, 1635066683484273, 12838
21, 1635066683497588, 13315
22, 1635066683529292, 31704
23, 1635066683555477, 26185
24, 1635066683579456, 23979
25, 1635066683591477, 12021
26, 1635066683620434, 28957
27, 1635066683640882, 20448
28, 1635066683656277, 15395
29, 1635066683670567, 14290
30, 1635066683699445, 28878
31, 1635066683713310, 13865
32, 1635066683737475, 24165
33, 1635066683751133, 13658
34, 1635066683766646, 15513
35, 1635066683795506, 28860
36, 1635066683815544, 20038
37, 1635066683829266, 13722
38, 1635066683842986, 13720
39, 1635066683854937, 11951
40, 1635066683866892, 11955
41, 1635066683888391, 21499
42, 1635066683915492, 27101
43, 1635066683935504, 20012
44, 1635066683960712, 25208
45, 1635066683979296, 18584
46, 1635066683999440, 20144
47, 1635066684015448, 16008
48, 1635066684029982, 14534
49, 1635066684066466, 36484
50, 1635066684081209, 14743
51, 1635066684095864, 14655
52, 1635066684112375, 16511
53, 1635066684131391, 19016
54, 1635066684143442, 12051
55, 1635066684163442, 20000
56, 1635066684178027, 14585
57, 1635066684189994, 11967
58, 1635066684214036, 24042
59, 1635066684225978, 11942
60, 1635066684239933, 13955
61, 1635066684259445, 19512
62, 1635066684291386, 31941
63, 1635066684305150, 13764
64, 1635066684319435, 14285
65, 1635066684333459, 14024
66, 1635066684347582, 14123
67, 1635066684381229, 33647
68, 1635066684396397, 15168
69, 1635066684411559, 15162
70, 1635066684427818, 16259
71, 1635066684442408, 14590
72, 1635066684454371, 11963
73, 1635066684466331, 11960
74, 1635066684487457, 21126
75, 1635066684499382, 11925
76, 1635066684523469, 24087
77, 1635066684543443, 19974
78, 1635066684557151, 13708
79, 1635066684575470, 18319
80, 1635066684587407, 11937
81, 1635066684601071, 13664
82, 1635066684628402, 27331
83, 1635066684659429, 31027
84, 1635066684699352, 39923
85, 1635066684712888, 13536
86, 1635066684738794, 25906
87, 1635066684758045, 19251
88, 1635066684774312, 16267
89, 1635066684788577, 14265
90, 1635066684804814, 16237
91, 1635066684823514, 18700
92, 1635066684845003, 21489
93, 1635066684860425, 15422
94, 1635066684879473, 19048
95, 1635066684892485, 13012
96, 1635066684914819, 22334
97, 1635066684935457, 20638
98, 1635066684948470, 13013
99, 1635066684965441, 16971
100, 1635066684980134, 14693
101, 1635066685007426, 27292
102, 1635066685022104, 14678
103, 1635066685035782, 13678
104, 1635066685056911, 21129
105, 1635066685071485, 14574
106, 1635066685086070, 14585
107, 1635066685115453, 29383
108, 1635066685130039, 14586
109, 1635066685144569, 14530
110, 1635066685160003, 15434
111, 1635066685181487, 21484
112, 1635066685203426, 21939
113, 1635066685217399, 13973
114, 1635066685242897, 25498
115, 1635066685255887, 12990
116, 1635066685278318, 22431
117, 1635066685293002, 14684
118, 1635066685315355, 22353
119, 1635066685340330, 24975
120, 1635066685354981, 14651
121, 1635066685368707, 13726
122, 1635066685383315, 14608
123, 1635066685396951, 13636
124, 1635066685427412, 30461
125, 1635066685440369, 12957
126, 1635066685464292, 23923
127, 1635066685484655, 20363
128, 1635066685498265, 13610
129, 1635066685515397, 17132
130, 1635066685535888, 20491
131, 1635066685549684, 13796
132, 1635066685572388, 22704
133, 1635066685591447, 19059
134, 1635066685605093, 13646
135, 1635066685623453, 18360
136, 1635066685643409, 19956
137, 1635066685657185, 13776
138, 1635066685670843, 13658
139, 1635066685684621, 13778
140, 1635066685696576, 11955
141, 1635066685723476, 26900
142, 1635066685738864, 15388
143, 1635066685767391, 28527
144, 1635066685781032, 13641
145, 1635066685797754, 16722
146, 1635066685827393, 29639
147, 1635066685841060, 13667
148, 1635066685855727, 14667
149, 1635066685869569, 13842
150, 1635066685884198, 14629
151, 1635066685904722, 20524
152, 1635066685925974, 21252
153, 1635066685947385, 21411
154, 1635066685964351, 16966
155, 1635066685980377, 16026
156, 1635066685996348, 15971
157, 1635066686015487, 19139
158, 1635066686028705, 13218
159, 1635066686040738, 12033
160, 1635066686071382, 30644
161, 1635066686088211, 16829
162, 1635066686116734, 28523
163, 1635066686128716, 11982
164, 1635066686153210, 24494
165, 1635066686175465, 22255
166, 1635066686199404, 23939
167, 1635066686219479, 20075
168, 1635066686233316, 13837
169, 1635066686251479, 18163
170, 1635066686265221, 13742
171, 1635066686279784, 14563
172, 1635066686311380, 31596
173, 1635066686324394, 13014
174, 1635066686353314, 28920
175, 1635066686395418, 42104
176, 1635066686426008, 30590
177, 1635066686447850, 21842
178, 1635066686468720, 20870
179, 1635066686487693, 18973
180, 1635066686519389, 31696
181, 1635066686538916, 19527
182, 1635066686563239, 24323
183, 1635066686593379, 30140
184, 1635066686637012, 43633
185, 1635066686655409, 18397
186, 1635066686679181, 23772
187, 1635066686703063, 23882
188, 1635066686726900, 23837
189, 1635066686751031, 24131
190, 1635066686769654, 18623
191, 1635066686790723, 21069
192, 1635066686814612, 23889
193, 1635066686833229, 18617
194, 1635066686854381, 21152
195, 1635066686878287, 23906
196, 1635066686896787, 18500
197, 1635066686917844, 21057
198, 1635066686936368, 18524
199, 1635066686960277, 23909
